video_id,seconds,fps,numFrame,rfps,subset,featureFrame
v_0K1TzDcKWNQ,50,30,1500,30,validation,1500
v_YDdmd02QVHk,50,16,800,16,training,800
v_EAWGt_XWLmY,50,25,1250,25,testing,1250
v_E45EYZHSd5Y,50,29,1450,29,training,1450
v_QdtSAZLCVuE,60,29,1740,29,training,1740
v_rH9iPYIgwx0,50,29,1450,29,training,1450
v_3rWaIdI5UhA,50,25,1250,25,training,1250
v_FGOErw342R4,62,29,1798,29,training,1798
v_1FlqDXlkAFI,50,23,1150,23,testing,1150
v_eNwcOLqBCG8,50,29,1450,29,testing,1450
v_Kd63VY6uHTs,56,30,1680,30,training,1680
v_D6NChyw-lXU,60,23,1380,23,training,1380
v_gtY3sXvIj_8,126,29,3654,29,training,3654
v_f-QfTJ3s6MM,50,29,1450,29,validation,1450
v_vW9-p8dNf0M,50,24,1200,24,training,1200
v_QPWPlrSDwTA,181,30,5430,30,training,5430
v_P6pkByaCzXo,51,24,1224,24,training,1224
v_klcEh9jzm80,50,30,1500,30,training,1500
v_VkPcBDrMDgw,53,30,1590,30,training,1590
v_BvsZYrthnHQ,50,30,1500,30,training,1500
v_5WEx-WJDzLQ,50,29,1450,29,testing,1450
v_XFfireTO1Fc,50,30,1500,30,training,1500
v__EDCV0xEoSA,50,29,1450,29,training,1450
v_8DbIFhr0uQY,56,30,1680,30,training,1680
v_We_OyuM1LEc,51,29,1479,29,training,1479
v_lVNM4QcSxFI,69,10,690,10,training,690
v_v34TzsLXkP4,62,29,1798,29,training,1798
v_esiMfI9JA0A,58,29,1682,29,validation,1682
v_IWiME6Ffteo,50,29,1450,29,testing,1450
v_T4aUSh93kaU,126,30,3780,30,training,3780
v_mALAuSraWEU,50,30,1500,30,training,1500
v_rCiysel88a0,50,29,1450,29,testing,1450
v_krGqoBiWOEc,50,30,1500,30,testing,1500
v_IMyjlkkSTCI,50,29,1450,29,testing,1450
v_hHLSpw9aSdQ,50,29,1450,29,training,1450
v_WTLX8Was4II,61,30,1830,30,training,1830
v_Qeh_DD7c5NU,500,30,15000,30,training,15000
v_0M4nqYRqyiU,507,30,15210,30,testing,15210
v_85Sg9pYhjEI,500,29,14500,29,validation,14500
v_m-Y-0F6et4U,515,30,15450,30,training,15450
v_oHxcPwOoT_s,526,25,13150,25,validation,13150
v_dU3npiryRrY,506,29,14674,29,testing,14674
v_JGgCRYDoXlo,510,29,14790,29,training,14790
v_9qgMfKteR4Q,529,30,15870,30,validation,15870
v_4-f4LrEhDfc,50,15,750,15,validation,750
v_lvP7q1-FdWk,51,29,1479,29,testing,1479
v_p07dwn0z0Uc,180,29,5220,29,validation,5220
v_yp-rC2UiAcg,51,29,1479,29,testing,1479
v_q4aV2JJT--A,51,29,1479,29,training,1479
v_n1MgV9PJB6A,51,29,1479,29,validation,1479
v_KAlY9uybru4,52,23,1196,23,training,1196
v_NC7p0CUYUfA,57,29,1653,29,training,1653
v_r9WsdWS6Lsk,51,25,1275,25,training,1275
v_eChyLmjxmyM,60,30,1800,30,testing,1800
v_18D31D9L_ak,51,29,1479,29,validation,1479
v_-mEYT7PLVv4,51,25,1275,25,training,1275
v_4hivRFp4rkI,51,29,1479,29,training,1479
v_ESmY8z7UGGU,51,29,1479,29,training,1479
v_Jzyq3dFHgbk,102,30,3060,30,training,3060
v_VqkXBcWVZCo,51,29,1479,29,training,1479
v_GE4U5u1j-Ms,51,30,1530,30,validation,1530
v_ladWViJ-BVI,51,30,1530,30,training,1530
v_C1E1UxTx0Fs,69,29,2001,29,training,2001
v_LbOKxj3RNFk,51,30,1530,30,training,1530
v_BkiRRpqBOu0,51,30,1530,30,training,1530
v_1rwkc0ZukBY,51,25,1275,25,validation,1275
v_SlS_McyduuQ,53,29,1537,29,testing,1537
v_-QeNL7dAe6Q,53,29,1537,29,training,1537
v_1W0LA5RO5qY,51,29,1479,29,testing,1479
v_7eImbm98Eqc,90,30,2700,30,testing,2700
v_6fF02eZypqk,118,25,2950,25,testing,2950
v_aHcSdatGG9w,76,25,1900,25,validation,1900
v_dkeSvs58uhU,51,29,1479,29,training,1479
v_gjlZqrRYsw8,51,25,1275,25,training,1275
v_bEvtrcJUitc,51,29,1479,29,training,1479
v_n5BeKFCoY3Q,62,29,1798,29,training,1798
v_jzLV7qEm4e8,174,29,5046,29,testing,5046
v_GjLjaBIl0qM,51,30,1530,30,training,1530
v_76-qLJUqBX0,51,30,1530,30,training,1530
v_4nejRy03y8w,51,10,510,10,training,510
v_bLNZL0ma-HM,51,29,1479,29,training,1479
v_PMQ-nZj1mOU,51,30,1530,30,training,1530
v_5urzZdM1Bms,51,29,1479,29,training,1479
v_OdnafqG3vGk,51,30,1530,30,training,1530
v_uxyE6KpUEgI,153,14,2142,14,training,2142
v_UzkqqyORpUY,51,29,1479,29,training,1479
v_Bw5zKSTL6UI,51,30,1530,30,validation,1530
v_inF-nfCdOAs,51,27,1377,27,testing,1377
v_d2pWLxBTVxs,51,30,1530,30,testing,1530
v_J4wHlcBkLs4,51,30,1530,30,training,1530
v_dMvGiBjWpRs,51,29,1479,29,training,1479
v_puy9yQd_hdk,58,29,1682,29,training,1682
v_mn1-mtmO0Cg,51,30,1530,30,training,1530
v_8BHhn9yc1BY,51,24,1224,24,training,1224
v_H2PYDV75L7U,54,30,1620,30,training,1620
v_-RYkwZ80dPk,51,29,1479,29,training,1479
v__1vk6-HfolA,51,23,1173,23,training,1173
v_odBqcTJy7IU,68,30,2040,30,training,2040
v_MOBEsLyx5yw,54,30,1620,30,testing,1620
v_g9d3LKxFjjk,51,29,1479,29,training,1479
v_QyJCT3iZjFA,51,29,1479,29,training,1479
v_BuuvAFp-PmI,51,30,1530,30,training,1530
v_YQceiCC7sDE,69,24,1656,24,training,1656
v_1IjZOc9ukP0,51,24,1224,24,training,1224
v_dlYGewohOLE,51,29,1479,29,training,1479
v_PuB9PeMfTfU,53,25,1325,25,training,1325
v_Mj3qD1DbYDY,51,27,1377,27,training,1377
v_hn-SsIxQ79s,51,30,1530,30,training,1530
v_9WbebM__v_Q,51,30,1530,30,training,1530
v__WJofipk0Mo,51,29,1479,29,training,1479
v_ivaFSBkDb1Q,520,25,13000,25,training,13000
v_NLFUwJB-LNM,513,29,14877,29,training,14877
v_7O_cpGvKsz4,52,23,1196,23,training,1196
v_fwAwqkFWoZU,52,29,1508,29,testing,1508
v_Q8qTtQwRxqg,52,29,1508,29,training,1508
v_4sVzAsvGJ0g,52,29,1508,29,training,1508
v_EMD8SAcgCBg,52,24,1248,24,training,1248
v_DkEIdkRfBg8,52,24,1248,24,testing,1248
v_UcUdKR6V3N0,52,29,1508,29,training,1508
v_i41vcO_wJ3s,55,29,1595,29,training,1595
v_5mNMd-pQiww,57,30,1710,30,training,1710
v_BVHVKQWXSm8,53,29,1537,29,training,1537
v_gcXphzqzU2g,52,29,1508,29,testing,1508
v_mZD0tSLJ3W4,86,29,2494,29,training,2494
v_75-iDUxwYMY,64,25,1600,25,validation,1600
v_F598lyNgiYg,77,30,2310,30,training,2310
v_zZGmiTW-DN8,178,30,5340,30,testing,5340
v_NL7uvGc93nA,52,29,1508,29,training,1508
v_o-18_2LN2C4,52,29,1508,29,training,1508
v_ZFdGF6cwOkM,56,14,784,14,validation,784
v_ThzaQLpUhZk,52,29,1508,29,training,1508
v_NNo9-IWcQ_w,52,15,780,15,training,780
v_WXcH7s6kl6w,59,29,1711,29,training,1711
v_0Xc5UeAI6hk,57,29,1653,29,training,1653
v_ot1Aq1DVJRY,52,30,1560,30,training,1560
v_pHJMr902VJQ,52,30,1560,30,training,1560
v_RH57e_CPvBM,52,30,1560,30,training,1560
v_m3Nay-_TWOI,109,29,3161,29,testing,3161
v_ZEz9fRXZIb0,58,25,1450,25,training,1450
v_kzIyOSn2aRM,55,29,1595,29,training,1595
v_GP47qLDAwgI,52,25,1300,25,training,1300
v_x9dyAeR-_kg,62,29,1798,29,training,1798
v_I1nvHEe99ro,52,29,1508,29,training,1508
v_y5vKgFdIgl4,52,29,1508,29,training,1508
v_sYX88DgGV5w,52,30,1560,30,training,1560
v_McOGNeunP94,52,30,1560,30,validation,1560
v_qVANKJBxBtY,157,29,4553,29,training,4553
v_oXnbD1M7eOI,61,29,1769,29,testing,1769
v_7Vy8DqONCo4,58,29,1682,29,training,1682
v_z9FIgA3v_hM,52,30,1560,30,training,1560
v_mr3EAeVbLoI,56,20,1120,20,training,1120
v_TxioEA9oR9U,52,29,1508,29,validation,1508
v_q4d7o52lz_Q,52,30,1560,30,training,1560
v_P6fFK_6Eu5w,52,30,1560,30,testing,1560
v_g0hlpMtNuKI,52,30,1560,30,training,1560
v_s79j8pEBgOc,52,24,1248,24,training,1248
v_D4OiT8qplFU,55,29,1595,29,testing,1595
v_EjKoxzEw0U4,52,29,1508,29,training,1508
v_-2Cp-ZTE_9M,52,29,1508,29,training,1508
v_7b2WWUFaS6g,52,25,1300,25,training,1300
v_vivLzolfkxo,52,29,1508,29,training,1508
v_YSOg7dqVxXA,52,30,1560,30,training,1560
v_LemmY57jOpY,70,27,1890,27,training,1890
v_40ztZtsA4zM,53,14,742,14,training,742
v_uSSwomDfDMo,52,29,1508,29,training,1508
v_2k1h2Gz0hKI,52,29,1508,29,training,1508
v_ExyGNh-RkU4,52,15,780,15,training,780
v_rINi6uSyojk,52,23,1196,23,training,1196
v_lMegKW3PcVc,52,29,1508,29,training,1508
v_3jMyJuD6q8c,523,30,15690,30,training,15690
v_Fewanjn-zcc,523,30,15690,30,training,15690
v_WLxrWGhbTOw,525,29,15225,29,testing,15225
v_R_H_17v1pyw,527,30,15810,30,training,15810
v_cf9k-in6OL0,540,30,16200,30,validation,16200
v_nVaQBgRX0Pg,53,30,1590,30,testing,1590
v_tw6vqdNpp5Q,56,29,1624,29,testing,1624
v_f3sjq1Exj5U,54,29,1566,29,training,1566
v_dt7Sp0x7t6s,53,29,1537,29,training,1537
v_Z0nGDx-lfh8,53,29,1537,29,training,1537
v_ks42envZjCo,55,30,1650,30,training,1650
v_gGUwN91U-Jg,53,29,1537,29,training,1537
v_vF18KyDOPsA,53,29,1537,29,validation,1537
v_ll_rlEffgyM,53,29,1537,29,testing,1537
v_YQmF_AzjjLU,53,29,1537,29,training,1537
v_GmF63H7KeH8,53,30,1590,30,validation,1590
v_5nptCxQ6JE0,107,29,3103,29,training,3103
v_wD2BH6l3HD8,53,30,1590,30,training,1590
v_SJ4zkUMw9MU,53,30,1590,30,validation,1590
v_QV7jNLc_PGA,53,10,530,10,training,530
v_4BWCyks9Zg0,57,29,1653,29,training,1653
v_sQAkQOMsioo,53,25,1325,25,training,1325
v_400dUnIsOsE,137,29,3973,29,training,3973
v_gif5Wn8TVP4,63,29,1827,29,testing,1827
v_zPFa2yZD8OA,53,29,1537,29,testing,1537
v_sSQfl39pdCs,53,29,1537,29,training,1537
v_LlRZU7R6MH0,55,29,1595,29,training,1595
v_ukkLrrl6Hr0,58,30,1740,30,training,1740
v_EwzU7SEXN2Q,53,30,1590,30,training,1590
v_kw9SB68M9Sc,53,30,1590,30,validation,1590
v_J2_ufXmEjjQ,53,30,1590,30,validation,1590
v__VV5YTUilHI,53,29,1537,29,training,1537
v_1ydnZf1QiLE,54,30,1620,30,training,1620
v_Dd_MuM-leYU,66,29,1914,29,testing,1914
v_iNbK3QD_ejE,53,30,1590,30,validation,1590
v_3x3CYTnau7w,53,30,1590,30,training,1590
v_q0SDahdSCAs,53,29,1537,29,testing,1537
v_UplHMEKxWN8,53,29,1537,29,validation,1537
v_Jvcpc9PlfvE,53,30,1590,30,training,1590
v_KHmQGwSC0a8,53,22,1166,22,testing,1166
v__BChttiSPmA,64,30,1920,30,training,1920
v_6wL-mCIlS4o,54,23,1242,23,training,1242
v_ysaBCg7mgKo,54,25,1350,25,training,1350
v_uR4iig0S7T4,53,25,1325,25,training,1325
v_l3-DyRBbrIs,53,29,1537,29,training,1537
v_Bqmw93YEjkE,60,29,1740,29,validation,1740
v_I0fo3KXwl-Q,54,30,1620,30,testing,1620
v_wmhvf5ehuQs,62,30,1860,30,training,1860
v_EBT2EHbfT-w,53,30,1590,30,testing,1590
v_2P8tdVDQgqU,62,29,1798,29,training,1798
v_lDcNj1oA604,53,30,1590,30,training,1590
v_a45suyzo3CU,63,29,1827,29,training,1827
v_4PGRsoZH8MQ,54,29,1566,29,training,1566
v_Qa9mBd5KGus,53,23,1219,23,training,1219
v_KQfZGm8fdg8,54,30,1620,30,training,1620
v_tjuCVmWtBrU,53,29,1537,29,validation,1537
v_6RFPdpPm3r0,53,30,1590,30,training,1590
v_q5D0Bv5paLM,57,29,1653,29,testing,1653
v_eNWza2s_nXo,53,30,1590,30,training,1590
v_6Jd_4lBdsyk,63,29,1827,29,testing,1827
v_8oTPkfkLYSM,53,29,1537,29,training,1537
v_mnDl9ZyGKlE,53,29,1537,29,training,1537
v_GsBjmEkSfTM,59,30,1770,30,training,1770
v_JdftrYQ9hqs,53,30,1590,30,training,1590
v_gVVKETLnVk8,54,30,1620,30,training,1620
v_mztbtdEI4wo,61,29,1769,29,training,1769
v_ECbwszguS_Y,55,29,1595,29,testing,1595
v_i1gmoueWT18,58,29,1682,29,training,1682
v_hLmCTtHowL4,60,30,1800,30,validation,1800
v_lozrr1GPjHY,58,29,1682,29,testing,1682
v__eBVNYYUHH4,53,30,1590,30,training,1590
v_Zmu7OhkgdLg,53,25,1325,25,training,1325
v_4EV7BKdFvEU,77,25,1925,25,training,1925
v_wdILn3QlAWY,58,25,1450,25,training,1450
v_5bwBOlIA0LA,53,29,1537,29,training,1537
v_6HRqJm3zbr0,53,30,1590,30,training,1590
v_fbeEBRmYjRU,55,30,1650,30,training,1650
v_TbCRS30yIUw,53,30,1590,30,testing,1590
v_PMhBvJNoeuw,532,24,12768,24,training,12768
v_SQLMMs7U7-g,534,30,16020,30,testing,16020
v_JCrlDvE5F3o,535,29,15515,29,training,15515
v_LBZae6WQ4KQ,54,30,1620,30,training,1620
v_28wkJC92eOM,53,29,1537,29,training,1537
v_K5uUNY137tU,57,29,1653,29,validation,1653
v_fGRscmb6udo,54,25,1350,25,training,1350
v_x75BX2jj5js,54,29,1566,29,training,1566
v_GlTkSWxb1qk,54,29,1566,29,training,1566
v_chys9msS_Es,55,29,1595,29,training,1595
v_zS61yqtfp4s,56,29,1624,29,validation,1624
v_027ytFsxEvA,54,30,1620,30,training,1620
v_gs44pPf5O3s,65,24,1560,24,training,1560
v_sSDXBpeHSDs,54,25,1350,25,training,1350
v_6_KmUCiqPUQ,62,29,1798,29,training,1798
v_1uUfrKVHamg,54,30,1620,30,training,1620
v_FtNQNx2xs1o,54,30,1620,30,training,1620
v_nibVLPBg3ys,54,30,1620,30,training,1620
v___WrzHhmEnc,54,30,1620,30,training,1620
v_1yhg64DWEfI,54,29,1566,29,training,1566
v_Kuny5IokLTY,54,29,1566,29,training,1566
v_pQa3deC8vXk,54,30,1620,30,training,1620
v_TZjL04NPNig,55,29,1595,29,testing,1595
v_3JLscLH87yA,54,29,1566,29,training,1566
v_OPvsfNg_5TA,54,29,1566,29,training,1566
v_h6eZSrmyc1s,54,29,1566,29,training,1566
v_NBPcj78aMqI,54,20,1080,20,training,1080
v_RKaF7bo1aNw,54,30,1620,30,validation,1620
v_mOk7Z3Pid2M,54,29,1566,29,training,1566
v_6EyH8i06iCg,54,30,1620,30,validation,1620
v_Lr3AL4eCvh8,54,29,1566,29,testing,1566
v_-tMSHGcLl_I,57,25,1425,25,training,1425
v_HaemcdF_IHA,54,30,1620,30,training,1620
v_X0Y3DOAQp9A,56,29,1624,29,training,1624
v_Yli0RasqF5I,54,30,1620,30,testing,1620
v_sKJ2QXvXuH8,54,30,1620,30,validation,1620
v_Ibognm_eNKU,54,29,1566,29,testing,1566
v_CCzswplGq6A,54,29,1566,29,testing,1566
v_MrxOa_yQkcQ,54,29,1566,29,testing,1566
v_YiyRV-LM5FM,70,24,1680,24,training,1680
v_YjQ2UBHz_Nw,54,25,1350,25,training,1350
v_4NZ59WpSnoM,56,29,1624,29,training,1624
v_DCOgBxXVsHU,68,29,1972,29,training,1972
v_-l1fzqgx7As,65,30,1950,30,training,1950
v_arsHsIxHeMQ,54,30,1620,30,training,1620
v_RE42yVRuUf0,54,29,1566,29,testing,1566
v_ZLvGXc9AXIY,55,29,1595,29,training,1595
v_0Q7NF_qxJO8,54,30,1620,30,training,1620
v_RfF09D9lx5w,54,30,1620,30,training,1620
v_wMcRjl2K_6k,54,30,1620,30,training,1620
v_ISIGhCubYgs,55,29,1595,29,training,1595
v_Imdahnb7QyE,54,25,1350,25,training,1350
v_-z-jZsOfBM0,84,29,2436,29,training,2436
v_ilZkC0fm358,54,30,1620,30,training,1620
v_ieQJmbZ5aj8,70,30,2100,30,training,2100
v_WU8M2BGQ2OQ,54,30,1620,30,validation,1620
v_8l5x6a8gpMg,219,29,6351,29,training,6351
v_wxs0c-sQ-Mg,55,29,1595,29,training,1595
v_xjFdSqxnDzE,54,25,1350,25,validation,1350
v_t7J9e1Pwgp0,57,30,1710,30,training,1710
v_rhqf-Wm0tk8,54,30,1620,30,validation,1620
v_k5lW6J7ZjY0,58,29,1682,29,training,1682
v_SmmTe8q-BA8,55,25,1375,25,training,1375
v_PevwEzJIZ8M,54,30,1620,30,training,1620
v_4xcjMf8OG2Y,54,29,1566,29,training,1566
v_l0FbBb1SV2s,54,14,756,14,validation,756
v_KmLG4K0yStE,56,30,1680,30,training,1680
v_TJArrR4VZIg,62,29,1798,29,training,1798
v_tlp9dY_26yk,54,30,1620,30,training,1620
v_DjwMtL0zPQI,54,30,1620,30,training,1620
v_oosDP80MKPw,571,30,17130,30,training,17130
v_Fb9O4Mla95w,540,29,15660,29,training,15660
v_WcZyad9V4C8,543,29,15747,29,testing,15747
v_c51RAhyv06U,544,29,15776,29,training,15776
v_qurBXmoaYpo,552,30,16560,30,training,16560
v_NBfVlJ_8-cA,547,30,16410,30,testing,16410
v_drfQNNbRiWU,577,24,13848,24,training,13848
v_76k35vqBNv4,547,30,16410,30,training,16410
v_rEEQuAb7v3c,555,30,16650,30,training,16650
v_1hYLDW_ku2w,54,29,1566,29,training,1566
v_17jEw6Njsag,54,29,1566,29,training,1566
v_a7HwA3rG_rI,55,30,1650,30,training,1650
v_4GvS_qreuoc,56,25,1400,25,testing,1400
v_3ggFrIoKutU,54,29,1566,29,validation,1566
v_t7zo-zibBW4,55,30,1650,30,training,1650
v_vz0vA2ZC_Q0,55,30,1650,30,training,1650
v_nnk554FFsqY,63,29,1827,29,validation,1827
v_Y9HHPY-s8AA,92,25,2300,25,training,2300
v_UKQcWFofcMc,55,30,1650,30,training,1650
v_rR9_nzFCYrs,55,30,1650,30,testing,1650
v_0ynLRB1U30Y,57,30,1710,30,training,1710
v_jhAsc18B0do,57,29,1653,29,training,1653
v_uNSd0jN-DQI,80,29,2320,29,training,2320
v_RqvM1gXLngw,57,24,1368,24,testing,1368
v_muQUSYaGVn4,54,15,810,15,testing,810
v_8-Cddquo4vI,55,29,1595,29,training,1595
v_nGaOt_mn5ho,55,30,1650,30,training,1650
v_--oArlc11WQ,56,30,1680,30,training,1680
v_felXkCElNJM,55,30,1650,30,training,1650
v_8oPGq2l-kzE,78,29,2262,29,training,2262
v_Y9FPGWOTIKQ,55,29,1595,29,training,1595
v_9vXYtynwPYI,561,30,16830,30,testing,16830
v_ek1o3VGcrGM,64,29,1856,29,training,1856
v_IYNQzt-2rNI,55,30,1650,30,testing,1650
v__Giwi0ePhjU,76,29,2204,29,training,2204
v_Ah8o9qejwJE,55,25,1375,25,training,1375
v_Tnow4-q8qfY,56,30,1680,30,training,1680
v_Ihcj_DREFuU,55,29,1595,29,training,1595
v_idRc_fYo6fI,55,30,1650,30,training,1650
v_z-6jDAI6_MA,163,29,4727,29,testing,4727
v_ZWiOUKqyguI,55,29,1595,29,training,1595
v_EaJfhi7iCns,55,30,1650,30,training,1650
v_ZOyk8YRLSe4,55,30,1650,30,training,1650
v_oAVMdRbKaSE,55,29,1595,29,training,1595
v_6kgFiwKQ52M,55,30,1650,30,training,1650
v_AVdCxorDAsc,157,30,4710,30,training,4710
v_zz_brERAg1k,70,30,2100,30,testing,2100
v_--RZjueDWH4,110,29,3190,29,training,3190
v_OLQl20wmZI0,60,30,1800,30,validation,1800
v_LQuLCN0hst4,55,10,550,10,training,550
v_0W4lfoAgf5A,57,29,1653,29,testing,1653
v_49kXN3pt2aw,57,30,1710,30,training,1710
v_K4L_nmy6YPQ,55,29,1595,29,training,1595
v_moXBWEbDahM,64,29,1856,29,training,1856
v_NsRltRkxpAA,74,30,2220,30,validation,2220
v_cuCXFHbyHbI,55,30,1650,30,training,1650
v_EQGhH-V4qXU,55,30,1650,30,testing,1650
v_wh-rPy-OHrI,63,30,1890,30,training,1890
v_CR4DHoRGIV0,99,23,2277,23,training,2277
v_NK8yvGni2HY,55,30,1650,30,training,1650
v_KpjuO3Q-ARA,55,29,1595,29,testing,1595
v_asKmaH0zR3w,65,30,1950,30,validation,1950
v_0ix3uHBVvT8,55,30,1650,30,validation,1650
v_okeHQUBmX_c,59,30,1770,30,training,1770
v_sSgh0ds7nrY,55,29,1595,29,testing,1595
v_VmrsgDolowg,55,29,1595,29,training,1595
v_nzopjLkEK8Y,88,30,2640,30,training,2640
v_uZFxS8UAG90,55,29,1595,29,training,1595
v_qBm_MmqO80A,55,24,1320,24,training,1320
v_7AStFf2BKOE,77,30,2310,30,training,2310
v_TTWhNGELlwQ,55,30,1650,30,training,1650
v_Cf3FtU3etRY,57,30,1710,30,testing,1710
v_I4LVokewVwM,55,23,1265,23,testing,1265
v_jnV-9MDj5b8,55,29,1595,29,training,1595
v_Aj0fAk4UNYM,65,29,1885,29,training,1885
v_gb6mRqMUxB4,63,23,1449,23,testing,1449
v_dq0YMP1FrSA,55,30,1650,30,training,1650
v_Vdh5Vbu2iz4,55,30,1650,30,training,1650
v_lJqEtpbX6oY,58,29,1682,29,training,1682
v_InNnO7Lkons,55,30,1650,30,training,1650
v_NoOAuvJrV7g,56,30,1680,30,training,1680
v_bhV8VsAOVOk,550,29,15950,29,training,15950
v_TJi3sR_0IFE,550,29,15950,29,training,15950
v_y5miRSb13oc,553,29,16037,29,testing,16037
v_OLV4grBcOHI,556,15,8340,15,testing,8340
v__KdfCU7Pffw,56,30,1680,30,training,1680
v_rzrjW6i82HU,55,30,1650,30,training,1650
v_NvgEFK7Zaac,56,29,1624,29,training,1624
v_LFUWf1A0WUA,55,30,1650,30,testing,1650
v_SWKzkR8aM9M,56,29,1624,29,testing,1624
v_ZVgHIlt33Nk,56,29,1624,29,training,1624
v_i8Whm5Nw7oU,56,30,1680,30,training,1680
v_fAlYxC9PtRQ,56,6,336,6,training,336
v_kQnjNfTV2tI,56,30,1680,30,training,1680
v_pmJAr5eKncY,57,30,1710,30,testing,1710
v_10w63oHxn8w,56,30,1680,30,training,1680
v_wuqEK78W4a8,102,30,3060,30,training,3060
v_m-zzWj55W7w,56,24,1344,24,training,1344
v_H6Hyd0PUx-s,56,25,1400,25,training,1400
v_n7mpBpTnN9k,56,30,1680,30,training,1680
v_q09xkFGC7k8,56,30,1680,30,validation,1680
v_QUqg2MM6TUc,58,29,1682,29,training,1682
v_YCXT_nnvc-8,56,30,1680,30,training,1680
v_lfX2gtmYw60,56,29,1624,29,testing,1624
v_QMfuVLfk_6w,56,30,1680,30,testing,1680
v_AdMp6BRdAZc,56,25,1400,25,training,1400
v_O8cF3qRwIu0,56,30,1680,30,training,1680
v_wh_p_kizt2U,59,30,1770,30,training,1770
v_xBYIEJgRgVk,58,29,1682,29,training,1682
v_vnrbCc6vGME,61,30,1830,30,testing,1830
v_-Xc7wOsnsoM,58,29,1682,29,training,1682
v_A0Di6LDgpBs,56,29,1624,29,training,1624
v_gEAJXchWWOU,60,14,840,14,testing,840
v_Yj-7ZXBmNcY,56,29,1624,29,training,1624
v_hwqjQG8a7Wk,56,29,1624,29,training,1624
v_NWoeijpJ4_E,56,30,1680,30,testing,1680
v_EVYJoWqxqWI,56,30,1680,30,training,1680
v_nRgMKD6OH6Q,56,30,1680,30,training,1680
v_cKVxKxMaLl4,56,29,1624,29,testing,1624
v_SyUSTXpGoLg,56,25,1400,25,training,1400
v_rUTZ-MGNN5s,56,29,1624,29,training,1624
v_F7uw_Bnon5U,65,29,1885,29,testing,1885
v_jR0GC5mZpj0,56,30,1680,30,testing,1680
v_rh6VfkQnnAY,56,30,1680,30,training,1680
v_t7GSyePUY7g,56,30,1680,30,training,1680
v_nLwShroMIYY,56,29,1624,29,validation,1624
v_yjhU1QY9404,60,25,1500,25,validation,1500
v_3ONSANMaoI8,74,30,2220,30,training,2220
v_lPSQH34m5Bs,59,30,1770,30,training,1770
v_Rq2Cc9RHE3U,68,25,1700,25,training,1700
v_tkDRjZBNEjE,56,29,1624,29,training,1624
v_nRZwwDdWqp8,56,29,1624,29,testing,1624
v_Ue4Pi34HF9c,66,29,1914,29,training,1914
v_-BlAFCCs2II,59,25,1475,25,training,1475
v_D51MD3tKh3A,56,29,1624,29,validation,1624
v_lsh5HFdmHmY,56,29,1624,29,training,1624
v_R_xFh-OK4RE,62,24,1488,24,training,1488
v_XoaIRDhBSGk,141,29,4089,29,training,4089
v_efF8oyRHQdo,59,29,1711,29,training,1711
v_WK4nkekwgXA,72,25,1800,25,training,1800
v_rTdJefb8XC0,249,30,7470,30,training,7470
v_ZkCh1GfNTRs,58,29,1682,29,training,1682
v_txcbhjZUMcg,56,29,1624,29,training,1624
v_SIsrKaW9WGU,56,30,1680,30,training,1680
v_HxaqNEZMEEQ,56,30,1680,30,training,1680
v__srDPnzJ1E0,57,30,1710,30,training,1710
v_4i9cwnINsqM,59,29,1711,29,training,1711
v_OFi4buQLQ4g,58,25,1450,25,training,1450
v_gMsQecVvFCE,77,25,1925,25,training,1925
v_9vEG5wIObak,56,30,1680,30,training,1680
v_ypIsy73jfK4,56,29,1624,29,training,1624
v_3w0-0M7fbro,56,30,1680,30,training,1680
v_zyLRVE1vQvg,60,29,1740,29,training,1740
v_hJsyzaIlqTg,56,29,1624,29,training,1624
v_D-a5fGOYPGg,65,28,1820,28,training,1820
v_u64bhU2VR7Y,58,30,1740,30,training,1740
v_NZb57tI-9Xg,56,29,1624,29,training,1624
v__VvfF0S0U1c,56,29,1624,29,training,1624
v_RgpcAWMtfLs,60,25,1500,25,training,1500
v_gbEX61Lshsk,567,30,17010,30,training,17010
v_8W-kEjXWhTs,57,29,1653,29,training,1653
v_sq4N7Ht-EF0,57,30,1710,30,testing,1710
v_czFuInHQWrA,57,30,1710,30,training,1710
v_qXe2MNurJZs,58,30,1740,30,training,1740
v_CEu_AzfGofQ,57,29,1653,29,training,1653
v_BhgPJmxGwOw,70,25,1750,25,training,1750
v_y3iUa1prWl4,57,23,1311,23,testing,1311
v_EG_-hRNMcT0,57,29,1653,29,training,1653
v_kho6PIZy36E,57,29,1653,29,training,1653
v_tjKyiCSqfV0,68,23,1564,23,testing,1564
v_i_rGK_kXjkE,62,30,1860,30,training,1860
v_zmK4g43qaFg,97,30,2910,30,training,2910
v_WfqYyMwFsqI,57,30,1710,30,training,1710
v_W0ygRqebm0c,57,30,1710,30,training,1710
v_6VnmjF8r_KE,75,30,2250,30,training,2250
v_0qCRztapf6M,91,25,2275,25,training,2275
v_8_O6srdooUA,59,29,1711,29,training,1711
v_2Uhj9ht7jcI,57,30,1710,30,testing,1710
v_qDFSWPl5VIQ,58,25,1450,25,training,1450
v_fTvoA07ATbk,57,29,1653,29,training,1653
v_hscOL40n3aw,57,25,1425,25,training,1425
v_ElFoPUGvHBY,57,30,1710,30,training,1710
v_NNE83e6BcRY,57,30,1710,30,training,1710
v_avgrp7JC3zA,97,29,2813,29,training,2813
